game_tag,timestamp,inning,half,event,mlb_event,market_type,market_label,market_ticker,entry_price,sell_target,predicted_delta,ev_per_contract,contracts,budget,pnl_per_contract,filled,pnl
823403 SD@PIT,2026-04-08T18:31:45.149Z,7,bot,1B,Single,spread,SPR -2.5 (dynamic),KXMLBSPREAD-26APR081235SDPIT-SD3,0.54,0.677,0.2284,0.137,925,500.0,0.1371,True,126.82
823403 SD@PIT,2026-04-08T18:36:21.279Z,7,bot,BB,Walk,spread,SPR -1.5 (dynamic),KXMLBSPREAD-26APR081235SDPIT-SD2,0.62,0.6681,0.0802,0.0481,806,500.0,0.0481,True,38.77
823403 SD@PIT,2026-04-08T18:38:14.025Z,7,bot,OUT,Forceout,moneyline,ML PIT,KXMLBGAME-26APR081235SDPIT-PIT,0.26,0.2196,-0.0673,0.0404,1923,500.0,0.0404,True,77.69
823403 SD@PIT,2026-04-08T18:39:10.962Z,7,bot,OUT,Flyout,spread,SPR -1.5 (dynamic),KXMLBSPREAD-26APR081235SDPIT-SD2,0.61,0.5938,-0.027,0.0162,819,500.0,0.0162,True,13.27
823403 SD@PIT,2026-04-08T18:45:05.328Z,8,top,OUT,Flyout,over_under,O/U 6.5 (dynamic),KXMLBTOTAL-26APR081235SDPIT-7,0.64,0.6135,-0.0441,0.0265,781,500.0,0.0264,True,20.62
823403 SD@PIT,2026-04-08T18:45:54.738Z,8,top,OUT,Pop Out,over_under,O/U 6.5 (dynamic),KXMLBTOTAL-26APR081235SDPIT-7,0.61,0.5888,-0.0353,0.0212,819,500.0,0.0212,True,17.36
823403 SD@PIT,2026-04-08T18:46:31.210Z,8,top,1B,Single,over_under,O/U 6.5 (dynamic),KXMLBTOTAL-26APR081235SDPIT-7,0.52,0.5338,0.023,0.0138,961,500.0,0.0138,True,13.26
823403 SD@PIT,2026-04-08T18:47:35.156Z,8,top,OUT,Pop Out,over_under,O/U 6.5 (dynamic),KXMLBTOTAL-26APR081235SDPIT-7,0.54,0.5247,-0.0255,0.0153,925,500.0,0.0153,True,14.15
823403 SD@PIT,2026-04-08T18:52:49.733Z,8,bot,OUT,Flyout,spread,SPR -1.5 (dynamic),KXMLBSPREAD-26APR081235SDPIT-SD2,0.71,0.666,-0.0734,0.044,704,500.0,0.044,True,30.98
823403 SD@PIT,2026-04-08T18:53:04.041Z,8,bot,OUT,Lineout,spread,SPR -1.5 (dynamic),KXMLBSPREAD-26APR081235SDPIT-SD2,0.71,0.6756,-0.0574,0.0344,704,500.0,0.0344,True,24.22
823403 SD@PIT,2026-04-08T18:55:52.640Z,8,bot,1B,Single,spread,SPR -1.5 (dynamic),KXMLBSPREAD-26APR081235SDPIT-SD2,0.76,0.7835,0.0392,0.0235,657,500.0,-0.05,False,-32.85
823403 SD@PIT,2026-04-08T18:58:09.687Z,8,bot,OUT,Flyout,spread,SPR -1.5 (dynamic),KXMLBSPREAD-26APR081235SDPIT-SD2,0.79,0.766,-0.04,0.024,632,500.0,0.024,True,15.17
823403 SD@PIT,2026-04-08T18:59:21.467Z,9,top,1B,Field Error,over_under,O/U 6.5 (dynamic),KXMLBTOTAL-26APR081235SDPIT-7,0.28,0.3468,0.1113,0.0668,1785,500.0,0.0668,True,119.24
823403 SD@PIT,2026-04-08T19:03:20.101Z,9,top,2B,Double,over_under,O/U 6.5 (dynamic),KXMLBTOTAL-26APR081235SDPIT-7,0.44,0.5987,0.2645,0.1587,1136,500.0,0.1587,True,180.28
823403 SD@PIT,2026-04-08T19:04:41.213Z,9,top,K,Strikeout,over_under,O/U 7.5 (dynamic),KXMLBTOTAL-26APR081235SDPIT-8,0.32,0.27,-0.0834,0.05,1562,500.0,0.17,False,265.54
823403 SD@PIT,2026-04-08T19:06:16.917Z,9,top,1B,Single,over_under,O/U 7.5 (dynamic),KXMLBTOTAL-26APR081235SDPIT-8,0.6,0.8558,0.4264,0.2558,833,500.0,0.05,False,41.65
823403 SD@PIT,2026-04-08T19:07:51.241Z,9,top,1B,Single,over_under,O/U 7.5 (dynamic),KXMLBTOTAL-26APR081235SDPIT-8,0.84,0.9895,0.2492,0.1495,595,500.0,0.1495,True,88.95
823403 SD@PIT,2026-04-08T19:09:16.498Z,9,top,OUT,Fielders Choice,over_under,O/U 8.5 (dynamic),KXMLBTOTAL-26APR081235SDPIT-9,0.53,0.4642,-0.1097,0.0658,943,500.0,0.0658,True,62.05
823403 SD@PIT,2026-04-08T19:10:45.606Z,9,top,K,Strikeout,over_under,O/U 9.5 (dynamic),KXMLBTOTAL-26APR081235SDPIT-10,0.59,0.55,-0.0667,0.04,847,500.0,0.04,True,33.88
823403 SD@PIT,2026-04-08T19:13:32.431Z,9,top,K,Strikeout,over_under,O/U 9.5 (dynamic),KXMLBTOTAL-26APR081235SDPIT-10,0.41,0.2833,-0.2111,0.1267,1219,500.0,0.58,False,707.02
823403 SD@PIT,2026-04-08T19:17:23.214Z,9,bot,K,Strikeout,over_under,O/U 10.5 (dynamic),KXMLBTOTAL-26APR081235SDPIT-11,0.18,0.1112,-0.1147,0.0688,2777,500.0,0.0688,True,191.06
823403 SD@PIT,2026-04-08T19:18:47.574Z,9,bot,K,Strikeout,over_under,O/U 10.5 (dynamic),KXMLBTOTAL-26APR081235SDPIT-11,0.16,0.105,-0.0917,0.055,3125,500.0,0.055,True,171.88
